# [항공] 출처: 한국무역협회(KITA) | 시장 평균 항공운임(Air Freight), 부산발 | 부대비용 별도 / 이용 항공사·물동량·결제조건에 따라 상이 | 운임 업로드: 매월 첫째 주 | 단위: USD
분류,출발(도시),도착(국가),도착(도시),년,월,TEU,FEU,단위(USD-해상),100kg,300kg,500kg,단위(USD-항공),업데이트 일자
항공,Incheon,아시아,HongKong,2015,03,,,,750.0,700.0,500.0,USD,2026-05-24
항공,Incheon,아시아,Jakarta,2015,03,,,,1900.0,1800.0,1700.0,USD,2026-05-24
항공,Incheon,아시아,MANILA,2015,03,,,,1300.0,1300.0,1200.0,USD,2026-05-24
항공,Incheon,일본,Tokyo,2015,03,,,,900.0,900.0,900.0,USD,2026-05-24
항공,Incheon,중국,Beijing,2015,03,,,,1000.0,900.0,900.0,USD,2026-05-24
항공,Incheon,중국,Dalian,2015,03,,,,2100.0,1300.0,1300.0,USD,2026-05-24
항공,Incheon,중국,Shanghai,2015,03,,,,700.0,700.0,650.0,USD,2026-05-24
항공,Incheon,중국,Tianjin,2015,03,,,,1300.0,1250.0,1200.0,USD,2026-05-24
항공,Incheon,아프리카,Cairo,2015,03,,,,3800.0,3700.0,3700.0,USD,2026-05-24
항공,Incheon,아프리카,Cape Town,2015,03,,,,5400.0,5300.0,5300.0,USD,2026-05-24
항공,Incheon,오세아니아,Auckland,2015,03,,,,4300.0,4200.0,4100.0,USD,2026-05-24
항공,Incheon,오세아니아,Sydney,2015,03,,,,3100.0,3000.0,2800.0,USD,2026-05-24
항공,Incheon,중동,Abu dhabi,2015,03,,,,3600.0,3300.0,3100.0,USD,2026-05-24
항공,Incheon,중동,Dubai,2015,03,,,,3700.0,3400.0,2850.0,USD,2026-05-24
항공,Incheon,중동,Dammam,2015,03,,,,3400.0,2600.0,2500.0,USD,2026-05-24
항공,Incheon,중동,Riyadh,2015,03,,,,2900.0,2800.0,2700.0,USD,2026-05-24
항공,Incheon,중동,Kuwait,2015,03,,,,3000.0,2900.0,2800.0,USD,2026-05-24
항공,Incheon,중동,Tehran,2015,03,,,,4000.0,3500.0,3400.0,USD,2026-05-24
항공,Incheon,러시아,Moscow,2015,03,,,,3200.0,3100.0,3000.0,USD,2026-05-24
항공,Incheon,북미,Chicago,2015,04,,,,4500.0,4400.0,4200.0,USD,2026-05-24
항공,Incheon,북미,Dallas,2015,04,,,,4500.0,4300.0,4300.0,USD,2026-05-24
항공,Incheon,북미,Los Angeles,2015,04,,,,4200.0,4100.0,4000.0,USD,2026-05-24
항공,Incheon,북미,New York,2015,04,,,,4300.0,4200.0,4200.0,USD,2026-05-24
항공,Incheon,북미,Toronto,2015,04,,,,3400.0,3400.0,3400.0,USD,2026-05-24
항공,Incheon,유럽,Amsterdam,2015,04,,,,2700.0,2600.0,2500.0,USD,2026-05-24
항공,Incheon,유럽,Frankfrut,2015,04,,,,2700.0,2600.0,2500.0,USD,2026-05-24
항공,Incheon,유럽,London,2015,04,,,,2700.0,2600.0,2500.0,USD,2026-05-24
항공,Incheon,유럽,Paris,2015,04,,,,2700.0,2600.0,2500.0,USD,2026-05-24
항공,Incheon,아시아,Mumbai,2015,04,,,,2100.0,2050.0,2000.0,USD,2026-05-24
항공,Incheon,아시아,New Delhi,2015,04,,,,2200.0,2150.0,1900.0,USD,2026-05-24
항공,Incheon,아시아,Ulaanbaatar,2015,04,,,,4200.0,4100.0,4000.0,USD,2026-05-24
항공,Incheon,아시아,Hanoi,2015,04,,,,1700.0,1650.0,1600.0,USD,2026-05-24
항공,Incheon,아시아,Hochiminh,2015,04,,,,1650.0,1650.0,1650.0,USD,2026-05-24
항공,Incheon,아시아,HongKong,2015,04,,,,750.0,700.0,500.0,USD,2026-05-24
항공,Incheon,아시아,Jakarta,2015,04,,,,1500.0,1450.0,1400.0,USD,2026-05-24
항공,Incheon,아시아,MANILA,2015,04,,,,1000.0,850.0,850.0,USD,2026-05-24
항공,Incheon,일본,Tokyo,2015,04,,,,900.0,900.0,900.0,USD,2026-05-24
항공,Incheon,중국,Beijing,2015,04,,,,1000.0,900.0,900.0,USD,2026-05-24
항공,Incheon,중국,Dalian,2015,04,,,,2100.0,1300.0,1300.0,USD,2026-05-24
항공,Incheon,중국,Shanghai,2015,04,,,,700.0,700.0,650.0,USD,2026-05-24
항공,Incheon,중국,Tianjin,2015,04,,,,1300.0,1250.0,1200.0,USD,2026-05-24
항공,Incheon,아프리카,Cairo,2015,04,,,,2800.0,2700.0,2600.0,USD,2026-05-24
항공,Incheon,아프리카,Cape Town,2015,04,,,,4300.0,4200.0,4100.0,USD,2026-05-24
항공,Incheon,오세아니아,Auckland,2015,04,,,,4400.0,4300.0,4200.0,USD,2026-05-24
항공,Incheon,오세아니아,Sydney,2015,04,,,,3100.0,3000.0,2800.0,USD,2026-05-24
항공,Incheon,중동,Abu dhabi,2015,04,,,,3500.0,3300.0,3100.0,USD,2026-05-24
항공,Incheon,중동,Dubai,2015,04,,,,3800.0,3500.0,2900.0,USD,2026-05-24
항공,Incheon,중동,Dammam,2015,04,,,,2600.0,2500.0,2400.0,USD,2026-05-24
항공,Incheon,중동,Riyadh,2015,04,,,,3200.0,2800.0,2700.0,USD,2026-05-24
항공,Incheon,중동,Kuwait,2015,04,,,,3000.0,2900.0,2800.0,USD,2026-05-24
항공,Incheon,중동,Tehran,2015,04,,,,3600.0,3400.0,3300.0,USD,2026-05-24
항공,Incheon,러시아,Moscow,2015,04,,,,3200.0,3100.0,3000.0,USD,2026-05-24
항공,Incheon,북미,Chicago,2015,05,,,,3300.0,3100.0,3100.0,USD,2026-05-24
항공,Incheon,북미,Dallas,2015,05,,,,4800.0,4500.0,4500.0,USD,2026-05-24
항공,Incheon,북미,Los Angeles,2015,05,,,,3100.0,3000.0,2900.0,USD,2026-05-24
항공,Incheon,북미,New York,2015,05,,,,3500.0,3400.0,3300.0,USD,2026-05-24
항공,Incheon,북미,Toronto,2015,05,,,,3400.0,3400.0,3400.0,USD,2026-05-24
항공,Incheon,중남미,Mexico City,2015,05,,,,5100.0,4900.0,4800.0,USD,2026-05-24
항공,Incheon,유럽,Amsterdam,2015,05,,,,2700.0,2600.0,2500.0,USD,2026-05-24
항공,Incheon,유럽,Frankfrut,2015,05,,,,2700.0,2600.0,2500.0,USD,2026-05-24
항공,Incheon,유럽,London,2015,05,,,,2700.0,2600.0,2500.0,USD,2026-05-24
항공,Incheon,유럽,Paris,2015,05,,,,2700.0,2600.0,2500.0,USD,2026-05-24
항공,Incheon,아시아,Mumbai,2015,05,,,,2100.0,2050.0,2000.0,USD,2026-05-24
항공,Incheon,아시아,New Delhi,2015,05,,,,2200.0,2150.0,1900.0,USD,2026-05-24
항공,Incheon,아시아,Ulaanbaatar,2015,05,,,,3800.0,3700.0,3600.0,USD,2026-05-24
항공,Incheon,아시아,Hanoi,2015,05,,,,1700.0,1650.0,1600.0,USD,2026-05-24
항공,Incheon,아시아,Hochiminh,2015,05,,,,1650.0,1650.0,1650.0,USD,2026-05-24
항공,Incheon,아시아,HongKong,2015,05,,,,750.0,700.0,500.0,USD,2026-05-24
항공,Incheon,아시아,Jakarta,2015,05,,,,1500.0,1450.0,1400.0,USD,2026-05-24
항공,Incheon,아시아,MANILA,2015,05,,,,1000.0,850.0,850.0,USD,2026-05-24
항공,Incheon,일본,Tokyo,2015,05,,,,900.0,900.0,900.0,USD,2026-05-24
항공,Incheon,중국,Beijing,2015,05,,,,1000.0,900.0,900.0,USD,2026-05-24
항공,Incheon,중국,Dalian,2015,05,,,,1600.0,1500.0,1500.0,USD,2026-05-24
항공,Incheon,중국,Shanghai,2015,05,,,,700.0,700.0,650.0,USD,2026-05-24
항공,Incheon,중국,Tianjin,2015,05,,,,1550.0,1450.0,1350.0,USD,2026-05-24
항공,Incheon,아프리카,Cairo,2015,05,,,,3000.0,2900.0,2800.0,USD,2026-05-24
항공,Incheon,아프리카,Cape Town,2015,05,,,,4000.0,4000.0,3950.0,USD,2026-05-24
항공,Incheon,오세아니아,Auckland,2015,05,,,,4400.0,4300.0,4200.0,USD,2026-05-24
항공,Incheon,오세아니아,Sydney,2015,05,,,,3100.0,3000.0,2800.0,USD,2026-05-24
항공,Incheon,중동,Abu dhabi,2015,05,,,,3300.0,3100.0,2900.0,USD,2026-05-24
항공,Incheon,중동,Dubai,2015,05,,,,3300.0,3000.0,2850.0,USD,2026-05-24
항공,Incheon,중동,Dammam,2015,05,,,,3300.0,3200.0,3100.0,USD,2026-05-24
항공,Incheon,중동,Riyadh,2015,05,,,,3200.0,2800.0,2700.0,USD,2026-05-24
항공,Incheon,중동,Kuwait,2015,05,,,,3000.0,2900.0,2800.0,USD,2026-05-24
항공,Incheon,중동,Tehran,2015,05,,,,3200.0,3200.0,3150.0,USD,2026-05-24
항공,Incheon,러시아,Moscow,2015,05,,,,2900.0,2800.0,2700.0,USD,2026-05-24
항공,Incheon,북미,Chicago,2015,06,,,,3800.0,3700.0,3600.0,USD,2026-05-24
항공,Incheon,북미,Dallas,2015,06,,,,4800.0,4500.0,4500.0,USD,2026-05-24
항공,Incheon,북미,Los Angeles,2015,06,,,,3600.0,3500.0,3400.0,USD,2026-05-24
항공,Incheon,북미,New York,2015,06,,,,3500.0,3400.0,3300.0,USD,2026-05-24
항공,Incheon,북미,Toronto,2015,06,,,,3400.0,3400.0,3400.0,USD,2026-05-24
항공,Incheon,중남미,Mexico City,2015,06,,,,5100.0,4900.0,4800.0,USD,2026-05-24
항공,Incheon,유럽,Amsterdam,2015,06,,,,2700.0,2600.0,2500.0,USD,2026-05-24
항공,Incheon,유럽,Frankfrut,2015,06,,,,2700.0,2600.0,2500.0,USD,2026-05-24
항공,Incheon,유럽,London,2015,06,,,,2700.0,2600.0,2500.0,USD,2026-05-24
항공,Incheon,유럽,Paris,2015,06,,,,2700.0,2600.0,2500.0,USD,2026-05-24
항공,Incheon,아시아,Mumbai,2015,06,,,,2100.0,2050.0,2000.0,USD,2026-05-24
항공,Incheon,아시아,New Delhi,2015,06,,,,2200.0,2150.0,1900.0,USD,2026-05-24
항공,Incheon,아시아,Ulaanbaatar,2015,06,,,,3800.0,3700.0,3600.0,USD,2026-05-24
항공,Incheon,아시아,Hanoi,2015,06,,,,1700.0,1650.0,1600.0,USD,2026-05-24
항공,Incheon,아시아,Hochiminh,2015,06,,,,1650.0,1650.0,1650.0,USD,2026-05-24
항공,Incheon,아시아,HongKong,2015,06,,,,750.0,700.0,500.0,USD,2026-05-24
항공,Incheon,아시아,Jakarta,2015,06,,,,1500.0,1450.0,1400.0,USD,2026-05-24
항공,Incheon,아시아,MANILA,2015,06,,,,1000.0,850.0,850.0,USD,2026-05-24
항공,Incheon,일본,Tokyo,2015,06,,,,900.0,900.0,900.0,USD,2026-05-24
항공,Incheon,중국,Beijing,2015,06,,,,1000.0,900.0,900.0,USD,2026-05-24
항공,Incheon,중국,Dalian,2015,06,,,,1600.0,1500.0,1500.0,USD,2026-05-24
항공,Incheon,중국,Shanghai,2015,06,,,,700.0,700.0,650.0,USD,2026-05-24
항공,Incheon,중국,Tianjin,2015,06,,,,1550.0,1450.0,1350.0,USD,2026-05-24
항공,Incheon,아프리카,Cairo,2015,06,,,,3000.0,2900.0,2800.0,USD,2026-05-24
항공,Incheon,아프리카,Cape Town,2015,06,,,,4200.0,4100.0,4100.0,USD,2026-05-24
항공,Incheon,오세아니아,Auckland,2015,06,,,,4500.0,4400.0,4200.0,USD,2026-05-24
항공,Incheon,오세아니아,Sydney,2015,06,,,,3100.0,3000.0,2800.0,USD,2026-05-24
항공,Incheon,중동,Abu dhabi,2015,06,,,,3500.0,3300.0,3100.0,USD,2026-05-24
항공,Incheon,중동,Dubai,2015,06,,,,3300.0,2900.0,2800.0,USD,2026-05-24
항공,Incheon,중동,Dammam,2015,06,,,,2700.0,2600.0,2500.0,USD,2026-05-24
항공,Incheon,중동,Riyadh,2015,06,,,,2900.0,2800.0,2700.0,USD,2026-05-24
항공,Incheon,중동,Kuwait,2015,06,,,,3000.0,2900.0,2800.0,USD,2026-05-24
항공,Incheon,중동,Tehran,2015,06,,,,3100.0,3000.0,2900.0,USD,2026-05-24
항공,Incheon,러시아,Moscow,2015,06,,,,2900.0,2800.0,2700.0,USD,2026-05-24
항공,Incheon,북미,Chicago,2015,07,,,,3800.0,3700.0,3600.0,USD,2026-05-24
항공,Incheon,북미,Dallas,2015,07,,,,4800.0,4500.0,4500.0,USD,2026-05-24
항공,Incheon,북미,Los Angeles,2015,07,,,,2800.0,2700.0,2600.0,USD,2026-05-24
항공,Incheon,북미,New York,2015,07,,,,3400.0,3300.0,3200.0,USD,2026-05-24
항공,Incheon,북미,Toronto,2015,07,,,,3400.0,3400.0,3400.0,USD,2026-05-24
항공,Incheon,중남미,Mexico City,2015,07,,,,5100.0,4900.0,4800.0,USD,2026-05-24
항공,Incheon,유럽,Amsterdam,2015,07,,,,2700.0,2600.0,2500.0,USD,2026-05-24
항공,Incheon,유럽,Frankfrut,2015,07,,,,2700.0,2600.0,2500.0,USD,2026-05-24
항공,Incheon,유럽,London,2015,07,,,,2700.0,2600.0,2500.0,USD,2026-05-24
항공,Incheon,유럽,Paris,2015,07,,,,2700.0,2600.0,2500.0,USD,2026-05-24
항공,Incheon,아시아,Mumbai,2015,07,,,,2100.0,2050.0,2000.0,USD,2026-05-24
항공,Incheon,아시아,New Delhi,2015,07,,,,2200.0,2150.0,1900.0,USD,2026-05-24
항공,Incheon,아시아,Ulaanbaatar,2015,07,,,,3800.0,3700.0,3600.0,USD,2026-05-24
항공,Incheon,아시아,Hanoi,2015,07,,,,1700.0,1650.0,1600.0,USD,2026-05-24
항공,Incheon,아시아,Hochiminh,2015,07,,,,1650.0,1650.0,1650.0,USD,2026-05-24
항공,Incheon,아시아,HongKong,2015,07,,,,800.0,700.0,600.0,USD,2026-05-24
항공,Incheon,아시아,Jakarta,2015,07,,,,1500.0,1450.0,1400.0,USD,2026-05-24
항공,Incheon,아시아,MANILA,2015,07,,,,1000.0,850.0,850.0,USD,2026-05-24
항공,Incheon,일본,Tokyo,2015,07,,,,900.0,900.0,900.0,USD,2026-05-24
항공,Incheon,중국,Beijing,2015,07,,,,1200.0,1100.0,1000.0,USD,2026-05-24
항공,Incheon,중국,Dalian,2015,07,,,,1700.0,1600.0,1500.0,USD,2026-05-24
항공,Incheon,중국,Shanghai,2015,07,,,,950.0,850.0,750.0,USD,2026-05-24
항공,Incheon,중국,Tianjin,2015,07,,,,1550.0,1450.0,1350.0,USD,2026-05-24
항공,Incheon,아프리카,Cairo,2015,07,,,,3000.0,2900.0,2800.0,USD,2026-05-24
항공,Incheon,아프리카,Cape Town,2015,07,,,,4100.0,4000.0,3900.0,USD,2026-05-24
항공,Incheon,오세아니아,Auckland,2015,07,,,,4500.0,4400.0,4200.0,USD,2026-05-24
항공,Incheon,오세아니아,Sydney,2015,07,,,,3100.0,3000.0,2800.0,USD,2026-05-24
항공,Incheon,중동,Abu dhabi,2015,07,,,,3300.0,3200.0,3100.0,USD,2026-05-24
항공,Incheon,중동,Dubai,2015,07,,,,3000.0,2900.0,2800.0,USD,2026-05-24
항공,Incheon,중동,Dammam,2015,07,,,,2900.0,2800.0,2700.0,USD,2026-05-24
항공,Incheon,중동,Riyadh,2015,07,,,,3200.0,2800.0,2700.0,USD,2026-05-24
항공,Incheon,중동,Kuwait,2015,07,,,,3200.0,3100.0,3000.0,USD,2026-05-24
항공,Incheon,중동,Tehran,2015,07,,,,3200.0,3100.0,3000.0,USD,2026-05-24
항공,Incheon,러시아,Moscow,2015,07,,,,2900.0,2800.0,2700.0,USD,2026-05-24
항공,Incheon,북미,Chicago,2015,08,,,,3200.0,3100.0,3000.0,USD,2026-05-24
항공,Incheon,북미,Dallas,2015,08,,,,3900.0,3800.0,3700.0,USD,2026-05-24
항공,Incheon,북미,Los Angeles,2015,08,,,,2600.0,2500.0,2400.0,USD,2026-05-24
항공,Incheon,북미,New York,2015,08,,,,3100.0,3000.0,2900.0,USD,2026-05-24
항공,Incheon,북미,Toronto,2015,08,,,,3600.0,3500.0,3400.0,USD,2026-05-24
항공,Incheon,중남미,Mexico City,2015,08,,,,4500.0,4400.0,4300.0,USD,2026-05-24
항공,Incheon,유럽,Amsterdam,2015,08,,,,2400.0,2300.0,2200.0,USD,2026-05-24
항공,Incheon,유럽,Frankfrut,2015,08,,,,2300.0,2200.0,2100.0,USD,2026-05-24
항공,Incheon,유럽,London,2015,08,,,,2400.0,2300.0,2200.0,USD,2026-05-24
항공,Incheon,유럽,Paris,2015,08,,,,2600.0,2500.0,2400.0,USD,2026-05-24
항공,Incheon,아시아,Mumbai,2015,08,,,,2500.0,2400.0,2300.0,USD,2026-05-24
항공,Incheon,아시아,New Delhi,2015,08,,,,2200.0,2100.0,2000.0,USD,2026-05-24
항공,Incheon,아시아,Ulaanbaatar,2015,08,,,,3900.0,3800.0,3700.0,USD,2026-05-24
항공,Incheon,아시아,Hanoi,2015,08,,,,1900.0,1800.0,1700.0,USD,2026-05-24
항공,Incheon,아시아,Hochiminh,2015,08,,,,2100.0,2000.0,1900.0,USD,2026-05-24
항공,Incheon,아시아,HongKong,2015,08,,,,800.0,700.0,600.0,USD,2026-05-24
항공,Incheon,아시아,Jakarta,2015,08,,,,2000.0,1900.0,1800.0,USD,2026-05-24
항공,Incheon,아시아,MANILA,2015,08,,,,1400.0,1300.0,1200.0,USD,2026-05-24
항공,Incheon,일본,Tokyo,2015,08,,,,900.0,900.0,900.0,USD,2026-05-24
항공,Incheon,중국,Beijing,2015,08,,,,1200.0,1100.0,1000.0,USD,2026-05-24
항공,Incheon,중국,Dalian,2015,08,,,,1700.0,1600.0,1500.0,USD,2026-05-24
항공,Incheon,중국,Shanghai,2015,08,,,,950.0,850.0,750.0,USD,2026-05-24
항공,Incheon,중국,Tianjin,2015,08,,,,1550.0,1450.0,1350.0,USD,2026-05-24
항공,Incheon,아프리카,Cairo,2015,08,,,,3000.0,2900.0,2800.0,USD,2026-05-24
항공,Incheon,아프리카,Cape Town,2015,08,,,,4100.0,4000.0,3900.0,USD,2026-05-24
항공,Incheon,오세아니아,Auckland,2015,08,,,,4400.0,4300.0,4200.0,USD,2026-05-24
항공,Incheon,오세아니아,Sydney,2015,08,,,,3100.0,3000.0,2900.0,USD,2026-05-24
항공,Incheon,중동,Abu dhabi,2015,08,,,,3300.0,3200.0,3100.0,USD,2026-05-24
항공,Incheon,중동,Dubai,2015,08,,,,2900.0,2800.0,2700.0,USD,2026-05-24
항공,Incheon,중동,Dammam,2015,08,,,,2700.0,2600.0,2500.0,USD,2026-05-24
항공,Incheon,중동,Riyadh,2015,08,,,,3000.0,2900.0,2800.0,USD,2026-05-24
항공,Incheon,중동,Kuwait,2015,08,,,,3200.0,3100.0,3000.0,USD,2026-05-24
